title,series,author,genre,date_published,publisher,lang,rating_count,rate,award,publisher_clean
"The Evolution of Mara Dyer (Mara Dyer, #2)",True,Michelle Hodkin,Young Adult,2012.0,Simon & Schuster Books for Young Readers,English,93116,4.23,0,simonschusterbooksforyoungreaders
At Home: A Short History of Private Life,False,Bill Bryson,Nonfiction,2010.0,Doubleday,English,88459,3.96,1,doubleday
The Dark Side: The Inside Story of How the War on Terror Turned Into a War on American Ideals,False,Jane Mayer,Nonfiction,2008.0,Doubleday Books,English,4107,4.19,5,doubledaybooks
"Paranormalcy (Paranormalcy, #1)",True,Kiersten White,Young Adult,2010.0,HarperTeen,English,102371,3.86,3,harperteen
Trust: Pandora's Box (TRUST Trilogy #3; TRUST Universe #6-8),True,Cristiane Serruya,Romance,2014.0,CreateSpace,English,179,3.93,0,createspace
"Faefever (Fever, #3)",True,Karen Marie Moning,Fantasy,2008.0,Delacorte Press,English,98105,4.29,0,delacortepress
The Time of Our Singing,False,Richard Powers,Fiction,2004.0,Vintage,English,3089,4.26,3,vintage
The Emperor of All Maladies: A Biography of Cancer,False,Siddhartha Mukherjee,Nonfiction,2010.0,Scribner,English,91642,4.27,5,scribner
The Fish the Fighters and the Song-Girl,True,Janet E. Morris,Fantasy,2012.0,Perseid Publishing,English,148,4.57,0,perseidpublishing
Grit: The Banter and Brutality of the Late-Night Cab,False,Karl Wiggins,Nonfiction,2013.0,Amazon Digital Services,English,2436,3.57,0,amazondigitalservices
A Free Life,False,Ha Jin,Fiction,2007.0,Pantheon Books,English,2851,3.7,2,pantheonbooks
The Signature of All Things,False,Elizabeth Gilbert,Fiction,2013.0,Riverhead Books,English,106011,3.84,4,riverheadbooks
"Chosen (House of Night, #3)",True,P.C. Cast,Young Adult,2008.0,St. Martin's Griffin,English,234886,3.91,0,stmartinsgriffin
"Revelation (Matthew Shardlake, #4)",True,C.J. Sansom,Historical,2008.0,MacMillan,English,21137,4.36,1,macmillan
"The Darkest Minds (The Darkest Minds, #1)",True,Alexandra Bracken,Young Adult,2012.0,Disney Hyperion,English,171792,4.15,2,disneyhyperion
"Labyrinth (Languedoc, #1)",True,Kate Mosse,Historical,2007.0,Berkley Books,English,54254,3.61,1,berkleybooks
"Don't Judge a Girl by Her Cover (Gallagher Girls, #3)",True,Ally Carter,Young Adult,2009.0,Disney ● Hyperion Books,English,67148,4.21,1,disneyhyperionbooks
"Pushing the Limits (Pushing the Limits, #1)",True,Katie McGarry,Romance,2012.0,Harlequin Teen,English,124550,4.04,5,harlequinteen
"Demonglass (Hex Hall, #2)",True,Rachel Hawkins,Young Adult,2011.0,Disney,English,96189,4.07,1,disney
"Slammed (Slammed, #1)",True,Colleen Hoover,Romance,2012.0,Colleen Hoover,English,230998,4.23,1,colleenhoover
"Only the Good Spy Young (Gallagher Girls, #4)",True,Ally Carter,Young Adult,2010.0,Hyperion Book CH,English,62614,4.29,1,hyperionbookch
The Witch's Trinity,False,Erika Mailman,Historical,2008.0,Broadway Books,English,1848,3.58,1,broadwaybooks
Tinkers,False,Paul Harding,Fiction,2009.0,Bellevue Literary Press,English,31229,3.39,4,bellevueliterarypress
"Undead and Unreturnable (Undead, #4)",True,MaryJanice Davidson,Paranormal,2006.0,Berkley,English,21754,3.88,0,berkley
Confessions of a Contractor,False,Richard  Murphy,Fiction,2008.0,G.P. Putnam's Sons,English,261,3.03,0,gpputnamssons
"Everlasting (The Immortals, #6)",True,Alyson Noel,Young Adult,2011.0,St. Martin's Griffin,English,45423,3.91,0,stmartinsgriffin
"Beautiful Chaos (Caster Chronicles, #3)",True,Kami Garcia,Fantasy,2011.0,Little Brown and Company,English,102135,3.91,0,littlebrowncompany
Mornings in Jenin,False,Susan Abulhawa,Historical,2010.0,Bloomsbury USA,English,24328,4.41,1,bloomsbury
"Saga, Vol. 1",True,Brian K. Vaughan,Sequential Art,2012.0,Image Comics,English,287013,4.17,12,imagecomics
"John Dies at the End (John Dies at the End, #1)",True,David  Wong,Horror,2007.0,Permuted Press,English,65368,3.88,0,permutedpress
"Empress Orchid (Empress Orchid, #1)",True,Anchee Min,Historical,2005.0,Mariner Books,English,22771,3.88,0,marinerbooks
"La Belle Sauvage (The Book of Dust, #1)",True,Philip Pullman,Fantasy,2017.0,Alfred A. Knopf,English,91437,4.13,5,alfredaknopf
The Sixth Extinction: An Unnatural History,False,Elizabeth Kolbert,Nonfiction,2014.0,Henry Holt and Co. (Georg von Holtzbrinck),English,58124,4.13,5,henryholtgeorgvonholtzbrinck
Two Boys Kissing,False,David Levithan,Young Adult,2013.0,Knopf Books for Young Readers,English,43731,4.09,5,knopfbooksforyoungreaders
The Overstory,False,Richard Powers,Fiction,2019.0,W.W. Norton & Company,English,108253,4.11,5,wwnortoncompany
"The Serpent's Shadow (The Kane Chronicles, #3)",True,Rick Riordan,Fantasy,2012.0,Hyperion Books,English,139562,4.27,1,hyperionbookch
"Simon vs. the Homo Sapiens Agenda (Simonverse, #1)",True,Becky Albertalli,Young Adult,2015.0,Balzer + Bray,English,354374,4.23,5,balzerbray
Down River,False,John Hart,Mystery,2007.0,Minotaur Books,English,13627,3.95,2,minotaurbooks
Pachinko,False,Min Jin Lee,Historical,2017.0,Grand Central Publishing,English,282276,4.28,5,grandcentralpublishing
"Ancillary Justice (Imperial Radch, #1)",True,Ann Leckie,Science Fiction,2013.0,Orbit,English,93504,3.97,5,orbit
"Playing for Keeps (Neighbor from Hell, #1)",True,R.L. Mathewson,Romance,2011.0,Rerum Publishing House,English,110703,4.03,0,rerumpublishinghouse
"Nemesis (Harry Hole, #4)",True,Jo Nesbø,Mystery,2009.0,Harper,English,73190,3.98,2,harper
"Gabriel's Inferno (Gabriel's Inferno, #1)",True,Sylvain Reynard,Romance,2011.0,Omnific Publishing,English,151518,4.0,1,omnificpublishing
Gould's Book of Fish: A Novel in Twelve Fish,False,Richard Flanagan,Fiction,2003.0,Atlantic Books,English,4737,3.7,5,atlanticbooks
"The Ghost Brigades (Old Man's War, #2)",True,John Scalzi,Science Fiction,2007.0,Tor Books,English,75292,4.1,3,torbooks
A Wedding in December,False,Anita Shreve,Fiction,2006.0,Back Bay Books,English,19569,3.11,0,backbaybooks
The Lonely Polygamist,False,Brady Udall,Fiction,2011.0,W. W. Norton  Company,English,14954,3.51,2,wwnortoncompany
Puhdistus,True,Sofi Oksanen,Fiction,2008.0,WSOY,Finnish,14835,3.9,5,wsoy
The Underneath,False,Kathi Appelt,Fantasy,2008.0,Atheneum Books for Young Readers,English,10347,3.96,2,atheneumbooksforyoungreaders
The Weird Sisters,False,Eleanor Brown,Fiction,2011.0,Amy Einhorn Books/Putnam,English,44449,3.36,1,amyeinhornputnam
Eleanor Oliphant Is Completely Fine,False,Gail Honeyman,Fiction,2017.0,Pamela Dorman Books / Viking,English,904845,4.26,5,pameladormanbooksviking
The Witch of Portobello,False,Paulo Coelho,Fiction,2007.0,Unknown,English,74945,3.54,0,unknown
"Raised by Wolves (Raised by Wolves, #1)",True,Jennifer Lynn Barnes,Young Adult,2010.0,EgmontUSA,English,30599,3.91,1,egmontusa
Villa Incognito,False,Tom Robbins,Fiction,2004.0,No Exit Press,English,17922,3.68,0,noexitpress
A Brief History of Seven Killings,False,Marlon James,Fiction,2014.0,Riverhead Books,English,30301,3.89,5,riverheadbooks
The Scorpio Races,False,Maggie Stiefvater,Fantasy,2011.0,Scholastic Press,English,109998,4.06,5,scholasticpress
These Things Hidden,False,Heather Gudenkauf,Thriller,2011.0,Mira,Unknown,34983,3.87,1,mira
Born a Crime: Stories From a South African Childhood,False,Trevor Noah,Nonfiction,2016.0,Doubleday Canada,English,508350,4.45,4,doubledaycanada
Summertime,True,J.M. Coetzee,Fiction,2009.0,Harvill Secker,English,5819,3.77,5,harvillsecker
Logicomix: An Epic Search for Truth,False,Apostolos Doxiadis,Sequential Art,2009.0,Bloomsbury (NYC),English,17316,4.04,4,bloomsbury
"Bloody Jack (Bloody Jack, #1)",True,L.A. Meyer,Historical,2010.0,HMH Books for Young Readers,English,26238,4.09,4,hmhbooksforyoungreaders
"Every Day (Every Day, #1)",True,David Levithan,Young Adult,2012.0,Knopf Books for Young Readers,English,214160,3.92,5,knopfbooksforyoungreaders
"Under the Never Sky (Under the Never Sky, #1)",True,Veronica Rossi,Young Adult,2012.0,Atom,English,117470,3.98,2,atom
Napoleon: A Life,False,Andrew Roberts,History,2014.0,Viking,English,19466,4.06,3,viking
The Three-Body Problem (Remembrance of Earth’s Past #1),True,Liu Cixin,Science Fiction,2014.0,Tor Books,English,195346,4.06,5,torbooks
Mudbound,False,Hillary Jordan,Historical,2008.0,Algonquin Books,English,65676,4.04,3,algonquinbooks
Little Children,False,Tom Perrotta,Fiction,2005.0,St. Martin's Griffin,English,30418,3.63,0,stmartinsgriffin
Cracked Hearts,False,Linda Masemore Pirrung,Romance,2013.0,iUniverse,English,123,4.24,0,iuniverse
The Torah Codes,False,Ezra Barany,Mystery,2011.0,Dafkah Books,English,181,3.43,0,dafkahbooks
Cane River,False,Lalita Tademy,Historical,2002.0,Grand Central Publishing,English,47096,4.07,0,grandcentralpublishing
The Son,False,Philipp Meyer,Fiction,2013.0,Ecco,English,32132,4.01,3,ecco
The Diary of Ellen Rimbauer: My Life at Rose Red,False,Joyce Reardon,Horror,2001.0,Hyperion,English,9520,3.68,0,hyperion
"The Fire Within (The Last Dragon Chronicles, #1)",True,Chris d'Lacey,Fantasy,2007.0,Scholastic Inc.,English,29185,3.79,0,scholastic
"The Second Summer of the Sisterhood (Sisterhood, #2)",True,Ann Brashares,Young Adult,2004.0,Delacorte Press,English,95675,3.79,1,delacortepress
"Reached (Matched, #3)",True,Ally Condie,Young Adult,2012.0,Penguin,Unknown,156521,3.56,0,penguin
The Distant Hours,False,Kate Morton,Historical,2010.0,Atria,English,74209,3.88,2,atria
The Bastard of Istanbul,False,Elif Shafak,Fiction,2007.0,Viking Adult,English,42126,3.85,2,vikingadult
"Written in My Own Heart's Blood (Outlander, #8)",True,Diana Gabaldon,Historical,2014.0,Delacorte Press,English,105192,4.53,2,delacortepress
"The Killing Kind (Charlie Parker, #3)",True,John Connolly,Mystery,2003.0,Pocket Star,English,12059,4.23,1,pocketstar
A People's History of American Empire,True,Paul M. Buhle,History,2008.0,Metropolitan Books,English,2768,4.14,0,metropolitanbooks
The Island at the Center of the World: The Epic Story of Dutch Manhattan and the Forgotten Colony That Shaped America,False,Russell Shorto,History,2005.0,Vintage,English,8653,4.15,3,vintage
"Grave Goods (Mistress of the Art of Death, #3)",True,Ariana Franklin,Historical,2009.0,Putnam Adult,English,10955,4.11,0,putnamadult
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,True,Daniel James Brown,Nonfiction,2013.0,Viking,English,253863,4.33,5,viking
"Mortal Engines (The Hungry City Chronicles, #1)",True,Philip Reeve,Fantasy,2004.0,Harper Collins US UK,English,57030,3.77,5,harpercollins
The Mysterious Flame of Queen Loana,False,Umberto Eco,Fiction,2006.0,Mariner Books,English,11256,3.37,0,marinerbooks
The Housekeeper and the Professor,False,Yōko Ogawa,Fiction,2009.0,Picador,English,42209,4.01,3,picador
The One and Only Ivan,True,Katherine Applegate,Childrens,2012.0,HarperCollins,English,160030,4.25,5,harpercollins
"Dead Beat (The Dresden Files, #7)",True,Jim Butcher,Fantasy,2006.0,Roc,English,119618,4.38,0,roc
Evolution of Insanity,False,Haresh Daswani,Psychology,2011.0,Lulu,English,75,4.27,0,lulu
The Husband's Secret,False,Liane Moriarty,Fiction,2013.0,Berkley,English,582318,3.95,2,berkley
"Dime Store Magic (Women of the Otherworld, #3)",True,Kelley Armstrong,Fantasy,2007.0,Spectra Books,English,36534,4.05,0,spectrabooks
"Nothing to Lose (Jack Reacher, #12)",True,Lee Child,Thriller,2008.0,Delacorte Press,English,59705,3.92,0,delacortepress
Lullabies for Little Criminals,False,Heather O'Neill,Fiction,2006.0,Harper Perennial,English,21886,4.0,4,harperperennial
Meditation on Space-Time,False,Leonard Seet,Philosophy,2012.0,Excelsior Publishing,English,29,3.97,0,excelsiorpublishing
The Swerve: How the World Became Modern,False,Stephen Greenblatt,History,2012.0,W. W. Norton  Company,English,31140,3.84,5,wwnortoncompany
Into the Darkest Corner,False,Elizabeth Haynes,Thriller,2013.0,Harper,English,74596,4.07,0,harper
Once in a Blue Year,False,Michael D. Durkota,Fiction,2015.0,Rogue13 Publications LLC,English,147,4.21,0,roguepublications
"Choosing Light: When an Earthquake Buried Me and My Family for 5 Days, I Learned to Fully Live",False,Viral Dalal,Nonfiction,2017.0,GJ Press LLC,English,2447,3.58,0,gjpress
We Of The Forsaken World...,False,Kiran Bhat,Fiction,2020.0,Iguana Books,English,1232,4.22,0,iguanabooks
A Legacy of Madness: Recovering My Family from Generations of Mental Illness,False,Tom   Davis,Psychology,2011.0,Hazelden,English,2367,3.55,0,hazelden
Home,True,Marilynne Robinson,Fiction,2008.0,Farrar Straus and Giroux,English,23562,4.03,5,farrarstrausgiroux
The Longest Ride,False,Nicholas Sparks,Romance,2013.0,Grand Central Publishing,English,120067,4.15,2,grandcentralpublishing
"Blossom in Winter (Blossom in Winter, #1)",True,Melanie Martins,Romance,2020.0,Melanie Martins LLC,English,3374,4.02,0,melaniemartins
"Die for Me (Revenants, #1)",True,Amy Plum,Young Adult,2011.0,HarperTeen,English,56112,3.97,0,harperteen
Catapult Soul,False,Brian Celio,Cultural,2009.0,Booksurge,English,43,3.95,0,booksurge
Lured into Love (Blossom in Winter #2),True,Melanie Martins,Romance,2021.0,Melanie Martins LLC,English,620,4.36,0,melaniemartins
The Brooklyn Follies,False,Paul Auster,Fiction,2006.0,Picador,English,24868,3.85,0,picador
When She Woke,False,Hillary Jordan,Fiction,2011.0,Algonquin Books,English,26789,3.67,3,algonquinbooks
"Carry On (Simon Snow, #1)",True,Rainbow Rowell,Fantasy,2017.0,Wednesday Books,English,258711,4.19,3,wednesdaybooks
"Midnight Riot (Peter Grant, #1)",True,Ben Aaronovitch,Fantasy,2011.0,Del Rey,English,113791,3.85,3,delrey
"The Cruelest Month (Chief Inspector Armand Gamache, #3)",True,Louise Penny,Mystery,2008.0,Headline,English,73172,4.14,5,headline
"Fablehaven (Fablehaven, #1)",True,Brandon Mull,Fantasy,2006.0,Shadow Mountain,English,148620,4.09,2,shadowmountain
"Cross Bones (Temperance Brennan, #8)",True,Kathy Reichs,Mystery,2006.0,Pocket Star,Unknown,27995,3.89,0,pocketstar
"Defiance (Defiance, #1)",True,C.J. Redwine,Fantasy,2012.0,Balzer + Bray,English,27945,3.67,0,balzerbray
Washington: A Life,False,Ron Chernow,Biography,2010.0,Penguin Press,English,65448,4.08,1,penguinpress
"Wintersmith (Discworld, #35; Tiffany Aching, #3)",True,Terry Pratchett,Fantasy,2006.0,HarperTempest,English,61342,4.18,3,harpertempest
"Saga, Vol. 2",True,Brian K. Vaughan,Sequential Art,2013.0,Image Comics,English,100293,4.5,7,imagecomics
Open City,False,Teju Cole,Fiction,2011.0,Random House,English,14564,3.5,5,randomhouse
Dangerous Laughter,False,Steven Millhauser,Short Stories,2008.0,Knopf,English,2189,3.81,2,knopf
Huey Lambert's Walking Nuclear Circus,False,Jonathan Culver,Unknown,2008.0,Lulu,English,20,3.45,0,lulu
"Number 13 (Lightmasters, #1)",True,M.G. Wells,Fantasy,2011.0,MG WELLS,English,185,4.13,0,mgwells
Goblinheart,False,Brett Axel,Childrens,2012.0,East Waterfront Press,English,180,4.43,0,eastwaterfrontpress
Conscious Creativity Mindfulness Meditations (AoL Mindfulness #7),False,Nataša Pantović,Nonfiction,2017.0,Artof4Elements,English,23,4.26,0,artofelements
Boot: A Sorta Novel of Vietnam,False,Charles L. Templeton,Fiction,2020.0,Sewell Publishing,English,160,4.63,0,sewellpublishing
"Revelations (Bloodlines, #3)",True,Lindsay Anne Kendal,Paranormal,2013.0,World Castle Publishing,English,272,4.03,0,worldcastlepublishing
"Nocturne, Opus 1: Sea Foam",False,Norene Moskalski,Mystery,2012.0,Divinity Press,English,3384,3.88,0,divinitypress
A Deal With God: The Power of One,False,Michael Haden,Christian,2011.0,Denco Media,English,78,3.97,0,dencomedia
The Mary Smokes Boys,False,Patrick Holland,Fiction,2010.0,Transit Lounge Publishing,Unknown,110,3.5,0,transitloungepublishing
"The Founder's Curse (New Zigon, #1)",True,Danelle O'Donnell,Unknown,2014.0,Danelle O'Donnell,English,23,4.22,0,danelleodonnell
"Haunted Tree (The Magus Family Chronicles, #1)",True,Scott Robert Scheller,Fantasy,2015.0,PsiScribe Publishing,English,89,3.79,0,psiscribepublishing
Burial Rites,False,Hannah Kent,Historical,2013.0,Little Brown and Company,English,103493,4.0,5,littlebrowncompany
The Kafir Project,False,Lee Burvine,Fiction,2016.0,Atheist Republic Books,English,312,4.0,0,atheistrepublicbooks
Kazungul,False,Marcus L. Lukusa,Epic,2014.0,Partridge Publishing,Unknown,136,4.29,0,partridgepublishing
Furiously Happy: A Funny Book About Horrible Things,False,Jenny  Lawson,Nonfiction,2015.0,Flatiron Books,English,149036,3.87,2,flatironbooks
The Invisible Game: Mindset of a Winning Team,False,Zoltan Andrejkovics,Psychology,2016.0,Zoltan Andrejkovics,Unknown,195,4.42,0,zoltanandrejkovics
Di undici foglie,False,Dino Olivieri,Unknown,2015.0,Independently published,Italian,43,4.0,0,independentlypublished
"The Creation of Me, Them and Us",False,Heather  Marsh,Nonfiction,2020.0,MustRead Inc.,English,18,4.56,0,mustread
Enjambre Sutil,False,Jose Dellepiane,Unknown,2009.0,La Pulpa,Spanish,17,4.41,0,lapulpa
Politixworks,False,Chuck U. Farlie,Unknown,2015.0,Skip 2 My Loop Publishing,English,14,4.71,0,skipmylooppublishing
The Island,True,Victoria Hislop,Historical,2006.0,Headline,English,42386,4.07,1,headline
Hunting and Gathering,False,Anna Gavalda,Fiction,2007.0,Riverhead Books,English,18402,4.11,0,riverheadbooks
"Mirage Beyond Flames (Coriola, #1)",True,Melinda De Ross,Unknown,2013.0,Melinda De Ross,English,25,4.44,0,melindadeross
"Witch in the Woods (Witch in the Woods, #1)",True,Taylor Ann Bunker,Fantasy,2013.0,Nook Press,English,233,3.99,0,nookpress
ساعت‌ها,False,Behrouz Hosseini,Unknown,2017.0,کیان افراز,Persian,31,3.74,0,
"River of Gods (India 2047, #1)",True,Ian McDonald,Science Fiction,2006.0,Pyr,English,5514,3.91,5,pyr
We the Animals,False,Justin Torres,Fiction,2011.0,Mariner Books,English,17867,3.69,3,marinerbooks
The Divinity Bureau,False,Tessa Clare,Science Fiction,2017.0,Asset Creative House,English,84,4.02,0,assetcreativehouse
"Poseidon’s Children (The Legacy of the Gods, #1)",True,Michael  West,Fantasy,2012.0,Seventh Star Press,English,402,3.46,0,seventhstarpress
Horn-Horn: A small-town supernatural black-comedy (The Horn-Horn Series Book 1),True,A.D.T. McLellan,Fantasy,2020.0,Tommy Lellan Pty Ltd.,Unknown,104,4.54,0,tommylellanpty
Abigail and the Jungle Adventure,False,Tali Carmi,Unknown,2014.0,Unknown,English,116,4.38,0,unknown
Cemetery Street,False,John Zunski,Unknown,2011.0,Smashwords,English,60,4.13,0,smashwords
The Girl with Ghost Eyes,True,M.H. Boroson,Fantasy,2015.0,Talos,English,3740,3.87,1,talos
Nightwatching,False,John Zunski,Unknown,2012.0,Orangeberry,English,44,3.64,0,orangeberry
Wraith (Nick Baron 0.5),True,James R. Hannibal,Fiction,2014.0,Berkley,English,93,4.02,0,berkley
The Harem,False,Thomas Sweeney,Romance,2014.0,Kralik Consultants LLC,English,47,4.19,0,kralikconsultants
Lionheart (Plantagenets #4; Richard the Lionheart #1),True,Sharon Kay Penman,Historical,2011.0,G.P. Putnam's Sons,English,6361,4.11,1,gpputnamssons
2312,False,Kim Stanley Robinson,Science Fiction,2012.0,Orbit,English,19637,3.53,5,orbit
"The Constant Princess (The Plantagenet and Tudor Novels, #6)",True,Philippa Gregory,Historical,2006.0,Washington Square Press,English,155847,3.91,1,washingtonsquarepress
